train_loss,train_f1
0.07194264019238675,0.24260912688650532
0.04149886756738753,0.4373873435301579
0.03537962980576186,0.5016368406749435
0.032725723174503674,0.5393145892605407
0.030443780708451423,0.5638799482357494
0.02874901920988658,0.5857866275220642
0.027396834401962094,0.6038723966226625
0.02650089359925846,0.6195500603654973
0.025382955439995376,0.6304899208936102
0.02460849827587107,0.6418699886030841
0.023452337199359324,0.6543357993141414
0.023254798685875187,0.6596582866084456
0.02267389800662023,0.6689006605267804
0.02207957877289496,0.6767475445606164
0.021601195489435548,0.6819998964195865
