train_loss,train_f1
0.07275044591836054,0.25963085302016503
0.05304436378559782,0.35401810452703875
0.05012632437362731,0.3749180950148391
0.04817977903140835,0.3902917544820629
0.04668249836122047,0.4018095496567807
0.04533985916207818,0.41087965087330447
0.044384142987801516,0.41847694435643334
0.04363631639234813,0.4260506384347596
0.04280073621847441,0.43105305527865106
0.04211336220456266,0.4368920493262809
0.04173985781432792,0.44067725496347965
0.041111867978477705,0.4446881490178147
0.040718604397912965,0.4487980617390426
0.04021362572559117,0.45161090693793826
0.039651303103186875,0.4558058074128786
