train_loss,train_f1
0.07465265252794742,0.23961846489738012
0.04042700202100807,0.4411906416867878
0.03497148164560552,0.5022292178112763
0.03251833152238701,0.5388605018681407
0.030138278215628422,0.565190445128317
0.02835511041733582,0.5881220365598605
0.027154326525943302,0.6074182684240284
0.026060659644365124,0.6196763576730887
0.02530188421377388,0.6315817079771493
0.024276671744496218,0.6436686658022052
0.023773233259245675,0.6534878643098938
0.02322290706770303,0.660565340893833
0.022368596257450423,0.6705191625047263
0.022169289196070637,0.6759219080281728
0.021576595925924254,0.6844159884401974
