train_loss,train_f1
0.06997012904054677,0.23413138382665918
0.05873461167111909,0.28929750398793647
0.056796500001800025,0.3018641251025389
0.055749930052739156,0.3102555300329379
0.05491686242667312,0.3171885859583145
0.054167246904756695,0.3224067414688803
0.05340682762712191,0.3281462974962633
0.052973898348130086,0.3320627289519875
0.05279179544890033,0.33658144305336835
0.05222511015151073,0.34025431233761655
0.05170474244055968,0.3423798267668412
0.051223093974928274,0.34477074319160156
0.05099116700903422,0.3478217678382121
0.050790635503019266,0.3503463636656391
0.05032449881719919,0.35277736312663055
