train_loss,train_f1
0.08187577199735432,0.21954900196383748
0.04754451847843643,0.37023858379627606
0.043963356801389415,0.4079727341122482
0.042177511379122734,0.4273135299925281
0.040461971914880025,0.44434293341794073
0.03922835634093621,0.45601668081507796
0.038799151517980926,0.4655715128471594
0.03796606323649242,0.47491212778928144
0.03716344623205964,0.4833025381697264
0.03618936244046549,0.49160830198106525
0.035668435372788104,0.4968943304637678
0.035562484032374456,0.5009830128461938
0.03474692587305781,0.5080334591092662
0.03462639942591742,0.511868635067105
0.03401027636465172,0.5170612771382512
