train_loss,train_f1
0.06593559004178447,0.4023159454303446
0.02025445547366917,0.7240952366392429
0.016372030315364085,0.7801090455951899
0.014355688514898773,0.8092163732836126
0.012990364176552516,0.8290353448768629
0.011906735185789183,0.8424281459225665
0.01115233887090585,0.854280397518395
0.010427944596500207,0.8632293240072407
0.009726277417003298,0.8734938913653537
0.00943915563139144,0.8774935788576453
0.008985550570534242,0.8836741525124928
0.008486481482538975,0.889732502003972
0.008254983638597587,0.8935427300626233
0.00783955460031159,0.8988919278749147
0.0075421864353602255,0.9012674182940831
