train_loss,train_f1
0.06874114975828348,0.2589244137791735
0.040676075876749394,0.4494685069549994
0.03480267626103721,0.5126422504899306
0.03173364974452254,0.5470007153873357
0.029680756019931365,0.5731953481882947
0.028599857334990667,0.5902316256164715
0.027195368501463833,0.608345447602518
0.02577867806802665,0.6241859586951912
0.024978752872800526,0.6377291289580654
0.024225158418454074,0.648154780655172
0.02331598357490032,0.6587026032289945
0.02283075319618804,0.6648415167961669
0.02241043841175515,0.6765373321780355
0.02173969845330728,0.6836384066967892
0.02131452971041784,0.6894732189486668
