train_loss,train_f1
0.08285330824872038,0.21918921950170145
0.042197745512655295,0.47927733608870704
0.033683891502121054,0.557365909230901
0.029458994363924972,0.5965513813151789
0.027162976161773194,0.6258725753744177
0.024987376464909138,0.6455971823020228
0.023770533876799595,0.6622019744734373
0.0224525887382977,0.6783362192895788
0.02140984331579327,0.6889430239317784
0.02034733914691873,0.7010439591974926
0.019682267134982664,0.7080854428306533
0.01902122033234652,0.7184094184792503
0.018322244576897767,0.726581717620836
0.017842409901566717,0.7329561317360526
0.017236631885315514,0.7412769580884135
