train_loss,train_f1
0.08799705925225286,0.15490200313716573
0.05045149721118488,0.35654536986846275
0.04435099480386925,0.42146473078322483
0.04120896137614685,0.456219322782914
0.03922353327794803,0.4807629597837663
0.03741349587349503,0.5023281324651785
0.036353669611238336,0.5165095773633002
0.0350427601129819,0.5302425041556817
0.03409169814675892,0.5421337737912476
0.033199354455617155,0.5501514889842973
0.0326404188196976,0.5593617489365402
0.03212312761486964,0.5682205101809772
0.03140909066074377,0.5762213517353254
0.03087553355775359,0.5815285332374938
0.03023311022047392,0.5897327776431814
