train_loss,train_f1
0.06376863309800546,0.2612935935226812
0.05472969163680242,0.3126112929051035
0.053017224784732635,0.3277407261702211
0.051645268472425024,0.34002950960217165
0.050638909067635136,0.3504329572824584
0.0495009969350488,0.3593464719161562
0.04852786375478417,0.36654229794014787
0.04780920097846064,0.3743153790185013
0.04706804953163785,0.3792398494731973
0.046669131602702085,0.384304550411256
0.046059917041785296,0.38922631478957725
0.04570548377498202,0.39483674432520294
0.04526243838163375,0.39754140050621806
0.044561625400496005,0.40096578374489555
0.04437070244572105,0.4050179337987935
